Word_Count,Word,index,X1,Y1,X2,Y2
1,CVS,3,94,16,217,16
2,pharmacy,5,227,20,461,20
3,205,7,53,67,84,66
4,N,9,96,66,109,66
5,MICHIGAN,11,129,65,231,62
6,STCHICAGO,13,243,62,391,58
7,IL,15,411,57,441,56
8,STORE,17,66,83,123,82
9,PHONE,19,138,83,196,81
10,#,21,200,82,208,82
11,:,23,214,83,217,83
12,312-938-4090,25,236,80,382,76
13,STR,27,374,104,408,103
14,#,29,412,103,421,103
15,4781,31,424,103,469,102
16,REG,33,19,112,55,111
17,09,35,68,113,90,112
18,TRN,37,105,112,137,111
19,#,39,140,112,148,112
20,0910,41,152,110,197,109
21,CSHR,43,212,109,258,108
22,#,45,262,108,270,108
23,0000094,47,273,107,357,105
24,,49,250,138,271,138
25,,51,287,137,295,137
26,,53,299,136,308,136
27,,55,311,136,320,136
28,,57,324,135,333,135
29,,59,336,135,345,135
30,1431,61,349,132,393,131
31,GAL,63,54,165,82,165
32,DAIRY,65,91,164,136,163
33,PLR,67,145,163,172,163
34,KHM,69,181,163,218,162
35,I282,71,225,162,260,161
36,99B,73,307,160,337,159
37,2,75,295,189,302,189
38,99,77,311,188,328,187
39,o7,79,314,203,332,203
40,3.06,81,296,217,333,215
41,3:06,83,296,229,333,229
42,CH,85,315,244,333,244
43,SUBTOTPE,87,109,192,178,191
44,IL,89,110,204,124,204
45,2.25,91,134,204,170,204
46,%,93,171,205,179,205
47,TAX,95,188,204,215,204
48,CHARGE,97,107,231,160,231
49,KE7409,99,108,245,247,245
50,Discover,101,42,255,113,254
51,Credit7409,103,122,254,348,252
52,APPROVED,105,40,272,116,272
53,#,107,117,273,124,273
54,00661,109,134,272,176,272
55,R,111,178,272,188,272
56,REF,113,44,286,70,286
57,#,115,71,287,79,287
58,099103,117,89,286,143,286
59,TRAN,119,43,299,77,299
60,TYPE,121,86,299,121,299
61,SALE,123,136,299,175,299
62,TC,125,44,326,60,326
63,TER,127,42,341,67,341
64,IN,129,74,341,99,341
65,L,131,105,341,112,341
66,,133,114,341,122,341
67,82269451,135,132,341,202,341
68,NO,137,40,354,57,354
69,SIGNATURE,139,65,354,147,354
70,REQUIRED,141,155,354,228,354
71,TVR,143,40,381,65,381
72,(,145,66,381,70,381
73,96,147,75,381,93,381
74,),149,97,381,103,381
75,0000008000,151,121,381,213,381
76,TSIC9821,153,38,397,107,397
77,6800,155,119,397,157,397
78,CHANGE,157,99,425,152,425
79,.00,159,310,426,335,426
80,2504,161,122,505,169,506
81,7818,163,186,506,233,507
82,0370,165,250,506,298,507
83,9100,167,314,507,363,508
84,96,169,378,508,403,508
85,R,171,47,519,56,519
86,turns,173,73,519,132,520
87,CVS,175,33,531,65,531
88,Return,177,78,531,156,532
89,PolIcuthru,179,168,532,323,534
90,04/o07/2018,181,335,534,465,535
91,ubJcGt,183,342,523,411,523
92,t,185,423,523,438,523
93,FE,187,44,562,66,562
94,BRUARY,189,69,562,143,562
95,"6,2018",191,172,563,259,563
96,7:37,193,353,564,404,565
97,PM,195,419,565,442,566
