,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
29,1,1,TAX,3,322,67,379,69
36,0,2,INVOICE,5,397,67,536,61
33,3,5,Retail,11,397,116,511,116
46,2,6,"Pvt,itd.",13,536,116,693,109
13,4,3,Brown,7,180,128,280,124
26,5,4,Tree,9,304,128,379,125
50,7,10,Park,21,619,161,700,160
54,6,11,"-2,",23,723,161,777,159
38,8,9,Business,19,438,172,597,165
8,9,7,RMZ,15,143,183,201,180
17,10,8,Millennium,17,221,183,419,174
37,12,13,Dr.MGR,27,438,222,556,222
47,11,14,Road,29,579,222,660,218
25,13,12,"No""143,",25,298,234,430,228
30,14,15,Perungudi,31,357,281,535,281
22,16,16,Chennai,33,272,331,415,332
39,15,17,600096,35,450,331,591,328
11,18,18,CIN:,37,172,393,251,396
23,17,19,U52100TN2011P1C079924,39,272,393,704,386
18,20,20,1IN,41,237,449,295,452
28,21,21,NO:,43,314,449,372,453
35,19,22,33761424943,45,397,449,621,449
16,23,23,CST,47,193,504,254,507
21,22,24,NO:1051189/1.04.2011,49,272,504,682,504
1,25,25,Date,51,47,563,142,563
12,26,26,30-Jan-18,53,180,563,435,563
41,24,27,08:45,55,466,563,622,563
51,27,28,PM,57,638,563,682,563
3,30,30,Bili,61,65,620,146,622
10,31,31,No:,63,172,620,229,623
19,29,32,C02049671,65,255,620,436,621
43,28,29,User:ownerl,59,523,620,745,620
4,32,33,Cus.,67,65,681,142,681
9,33,34,Name:,69,150,681,247,681
2,40,35,2,71,65,900,85,904
7,39,36,NATURO.,73,111,900,262,902
20,37,37,MANGO,75,272,900,372,901
32,38,38,B,77,391,900,415,902
40,35,39,1,79,450,900,492,901
44,36,40,5.00,81,523,900,661,900
53,34,41,5.00,83,705,900,856,899
5,42,42,Total,85,65,1023,166,1025
15,45,43,Item:,87,193,1023,287,1027
27,46,44,2,89,314,1023,334,1027
34,47,45,Net,91,397,1023,458,1029
42,44,46,Amt:,93,482,1023,562,1027
49,43,47,Rs.,95,610,1023,667,1025
55,41,48,110.00,97,741,1023,867,1023
6,48,49,6ST12,99,75,1198,177,1199
45,49,50,98.21,101,523,1198,633,1207
56,50,51,5.89,103,786,1198,873,1207
0,51,52,PRICE,105,47,1361,153,1364
14,52,53,INCL,107,180,1361,257,1366
24,53,54,"TAX,",109,278,1361,362,1369
31,54,55,PERISHABLE,111,373,1361,590,1374
48,55,56,NO,113,610,1375,657,1376
52,56,57,RETURN,115,677,1375,808,1379
