,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
28,0,1,CVS,3,94,16,217,16
65,1,2,pharmacy,5,225,16,461,20
29,5,4,N,9,94,57,109,66
44,4,5,MICHIGAN,11,129,57,231,62
67,3,6,STCHICAGO,13,243,57,391,58
92,2,7,IL,15,411,57,441,56
13,6,3,205,7,53,67,84,66
17,9,8,STORE,17,65,80,123,82
49,10,9,PHONE,19,136,80,196,81
61,8,10,#,21,200,80,208,82
63,11,11,:,23,212,80,217,83
66,7,12,312-938-4090,25,236,80,382,76
0,19,16,REG,33,19,103,55,111
32,20,18,TRN,37,105,103,137,111
50,21,19,#,39,136,103,148,112
52,18,20,0910,41,152,103,197,109
62,17,21,CSHR,43,212,103,258,108
70,16,22,#,45,262,103,270,108
71,15,23,0000094,47,273,103,357,105
90,14,13,STR,27,374,103,408,103
93,12,14,#,29,411,103,421,103
96,13,15,4781,31,419,103,469,102
18,22,17,09,35,65,113,90,112
69,29,24,,49,250,132,271,138
72,28,25,,51,287,132,295,137
76,26,26,,53,295,132,308,136
79,27,27,,55,307,132,320,136
84,24,28,,57,324,132,333,135
86,25,29,,59,335,132,345,135
88,23,30,1431,61,349,132,393,131
14,35,31,GAL,63,53,160,82,165
27,34,32,DAIRY,65,86,160,136,163
51,32,33,PLR,67,145,160,172,163
58,33,34,KHM,69,178,160,218,162
64,31,35,I282,71,225,160,260,161
77,30,36,99B,73,307,160,337,159
36,38,43,SUBTOTPE,87,105,188,178,191
73,37,37,2,75,295,188,302,189
80,36,38,99,77,307,188,328,187
37,41,44,IL,89,105,203,124,204
46,42,45,2.25,91,129,203,170,204
55,43,46,%,93,168,203,179,205
60,40,47,TAX,95,186,203,215,204
81,39,39,o7,79,314,203,332,203
75,44,40,3.06,81,295,217,333,215
34,46,48,CHARGE,97,105,229,160,231
74,45,41,3:06,83,295,229,333,229
35,48,49,KE7409,99,105,244,247,245
83,47,42,CH,85,314,244,333,244
6,50,50,Discover,101,40,254,113,254
42,49,51,Credit7409,103,121,254,348,252
3,51,52,APPROVED,105,40,272,116,272
39,54,53,#,107,114,272,124,273
47,52,54,00661,109,129,272,176,272
57,53,55,R,111,178,272,188,272
9,55,56,REF,113,40,286,70,286
20,57,57,#,115,71,286,79,287
26,56,58,099103,117,86,286,143,286
8,60,59,TRAN,119,40,299,77,299
25,58,60,TYPE,121,86,299,121,299
48,59,61,SALE,123,136,299,175,299
11,61,62,TC,125,40,326,60,326
7,62,63,TER,127,40,341,67,341
22,63,64,IN,129,71,341,99,341
33,64,65,L,131,105,341,112,341
38,65,66,,133,114,341,122,341
45,66,67,82269451,135,129,341,202,341
4,67,68,NO,137,40,354,57,354
15,68,69,SIGNATURE,139,65,354,147,354
53,69,70,REQUIRED,141,152,354,228,354
5,74,71,TVR,143,40,381,65,381
16,73,72,(,145,65,381,70,381
23,72,73,96,147,71,381,93,381
30,71,74,),149,94,381,103,381
41,70,75,0000008000,151,121,381,213,381
2,75,76,TSIC9821,153,33,397,107,397
40,76,77,6800,155,114,397,157,397
31,77,78,CHANGE,157,94,425,152,425
78,78,79,.00,159,307,425,335,426
43,79,80,2504,161,121,505,169,506
59,80,81,7818,163,186,505,233,507
68,81,82,0370,165,250,505,298,507
82,82,83,9100,167,314,505,363,508
91,83,84,96,169,374,505,403,508
12,85,85,R,171,47,519,56,519
21,84,86,turns,173,71,519,132,520
87,86,91,ubJcGt,183,342,519,411,523
95,87,92,t,185,419,519,438,523
1,88,87,CVS,175,33,531,65,531
24,89,88,Return,177,78,531,156,532
54,90,89,PolIcuthru,179,168,531,323,534
85,91,90,04/o07/2018,181,335,531,465,535
10,92,93,FE,187,40,562,66,562
19,93,94,BRUARY,189,65,562,143,562
56,94,95,"6,2018",191,168,562,259,563
89,95,96,7:37,193,349,562,404,565
94,96,97,PM,195,419,562,442,566
