Word_Count,Word,index,X1,Y1,X2,Y2
1,CVS,3,52,419,52,336
2,pharmacy,5,55,328,55,172
3,205,7,92,445,91,424
4,N,9,91,416,91,406
5,MICHIGAN,11,90,394,88,325
6,ST,13,88,317,88,302
7,CHICAGo.,15,87,292,84,209
8,IL,17,84,204,83,187
9,STORE,19,103,437,102,399
10,PHONE,21,102,388,101,350
11,#,23,102,347,102,341
12,:,25,103,337,103,336
13,312-938-4090,27,100,322,97,224
14,REG,29,126,466,125,445
15,#,31,126,442,126,437
16,09,33,126,435,126,421
17,TRN,35,125,410,124,390
18,#,37,124,387,124,382
19,0910,39,124,379,123,349
20,CSHR,41,123,338,122,308
21,#,43,123,305,123,300
22,0000094,45,122,297,120,241
23,STR,47,119,230,118,207
24,#,49,118,204,118,199
25,4781,51,118,196,117,166
26,ExtraCare,53,145,457,143,388
27,Card,55,143,378,142,347
28,#,57,143,337,143,331
29,:,59,145,326,145,324
30,"""",61,144,296,144,291
31,"""",63,142,287,142,277
32,"""",65,143,277,143,266
33,*,67,142,263,142,257
34,#,69,140,255,140,249
35,1431,71,140,248,139,217
36,1,73,165,453,165,450
37,GAL,75,166,441,166,424
38,DAIRY,77,166,417,165,388
39,PUR,79,165,382,165,364
40,WH,81,165,359,165,347
41,M,83,164,341,164,335
42,128z,85,164,328,163,305
43,2.99B,87,162,285,161,253
44,SUBTOTAL,89,186,408,185,362
45,IL,91,196,408,196,398
46,2.25,93,195,391,195,367
47,%,95,196,367,196,361
48,TAX,97,195,355,195,337
49,TUTAL,99,206,408,206,379
50,CHARGE,101,216,409,214,374
51,KECENNHN,103,226,410,226,346
52,7409,105,226,338,226,316
53,2.99,107,185,283,184,258
54,OT,109,194,271,194,260
55,3.06,111,205,281,204,257
56,3.06,113,215,283,215,258
57,,115,225,270,225,258
58,Discover,117,236,452,236,407
59,CreditRRO7405,119,235,400,233,249
60,00661R,121,248,391,246,355
61,REF,123,258,451,258,434
62,#,125,258,433,258,428
63,099103,127,258,421,258,385
64,TRAN,129,267,452,267,428
65,TYPE:,131,267,422,267,395
66,SALE,133,267,386,267,363
67,1523010,135,278,373,278,331
68,TERMINL,137,299,454,299,406
69,82269.51,139,299,393,299,346
70,NO,141,309,455,309,444
71,SIGNATURE,143,309,438,309,383
72,REQUIRED,145,309,377,309,327
73,CVM:,147,319,455,319,433
74,1E0300,149,319,423,319,387
75,TVRC,151,330,455,330,435
76,95):,153,330,431,330,410
77,0000008000,155,330,405,330,341
78,TSIC9B,157,341,457,341,421
79,E800,159,341,405,341,379
80,CHANGE,161,363,415,363,381
81,2504,163,424,399,425,368
82,7818,165,424,356,425,325
83,0370,167,426,313,427,281
84,9100,169,425,270,426,237
85,96,171,426,226,426,211
86,Returns,173,434,450,435,392
87,with,175,435,382,436,350
88,receiPt.,177,436,339,437,274
89,subJect,179,437,261,438,203
90,to,181,438,190,438,175
91,CVS,183,445,459,445,435
92,R,185,445,425,445,418
93,@,187,447,416,447,410
94,turn,189,446,407,446,375
95,Policu,191,446,365,446,315
96,",",193,451,312,451,309
97,thru,195,448,295,448,263
98,0,197,448,252,448,246
99,,199,448,243,448,237
100,/,201,448,234,448,229
101,07,203,448,226,448,211
102,/,205,448,208,448,202
103,2018,207,449,200,449,166
104,FEBRUARY,209,467,452,467,386
105,"6,",211,468,366,468,354
106,2018,213,468,339,468,307
107,7:37,215,469,244,469,211
108,PM,217,470,200,470,184
