,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
37,0,1,CVS,3,62,12,145,12
82,1,2,pharmacy,5,152,12,316,15
18,6,3,205,7,35,44,56,51
38,5,4,N,9,62,44,72,51
53,4,5,MICHIGAN,11,83,44,155,48
86,3,6,ST.CHICAGO,13,164,44,264,45
110,2,7,IL,15,276,44,295,43
24,10,8,STORE,17,41,60,82,62
56,9,9,PHONE,19,90,60,131,61
73,8,10,#,21,134,60,139,62
80,11,11,.,23,140,60,145,66
84,7,12,312-938-4090,25,158,60,256,57
0,24,19,REG,39,14,78,36,84
20,25,20,,41,35,78,43,86
23,22,21,09,43,41,78,59,85
40,23,22,TRNII,45,70,78,99,84
59,21,23,0,47,98,78,108,84
63,17,24,9,49,110,78,116,83
68,18,25,1,51,116,78,122,83
72,16,26,0,53,122,78,132,83
75,20,13,CSHR,27,140,78,172,82
88,19,14,#,29,176,78,180,83
90,15,15,0000094,31,183,78,239,80
107,14,16,STR,33,250,78,273,78
109,12,17,#,35,276,78,281,78
112,13,18,4781,37,284,78,314,77
2,35,34,E,69,22,101,29,106
17,38,35,,71,28,101,37,109
21,32,36,t,73,41,101,44,106
26,36,37,r,75,47,101,52,108
30,37,38,a,77,54,101,60,108
35,34,39,Care,79,62,101,92,105
60,30,27,Card,55,98,101,133,103
78,31,28,#,57,140,101,149,104
83,33,29,:,59,152,101,155,106
95,28,30,..,61,198,101,206,103
101,29,31,*,63,217,101,223,103
104,26,32,1,65,234,101,238,101
106,27,33,431,67,242,101,263,100
7,45,40,1,81,28,121,31,125
19,46,41,GAL,83,35,121,54,125
36,44,42,DAIRY,85,62,121,91,123
57,42,43,PUR,87,98,121,114,123
69,43,44,LH,89,122,121,132,123
74,40,45,M,91,140,121,146,122
81,41,46,1282,93,152,121,173,121
91,39,47,2.998,95,183,121,226,120
44,48,53,SUBTOTAL,107,70,144,119,145
92,47,48,2.99,97,198,144,223,143
45,52,54,IL,109,70,155,83,156
55,49,55,2.25,111,90,155,113,155
66,53,56,%,113,110,155,120,156
71,50,57,TAX,115,122,155,144,155
94,54,50,3.06,101,198,155,223,164
97,51,49,.07,99,204,155,222,154
43,55,58,TUTFL,117,70,166,102,166
93,56,51,3.06,103,198,166,223,175
42,57,59,CHARGE,119,70,176,107,176
100,58,52,,105,211,176,223,185
41,59,60,WEN,121,70,186,112,186
49,61,63,CreditR7405,127,77,186,234,193
79,60,61,7409,123,140,186,165,186
11,62,62,Discover,125,28,196,74,196
12,63,64,APPROVED,129,28,207,78,207
48,64,65,#,131,77,207,83,207
54,65,66,00661R,133,90,207,126,207
13,67,67,REF,135,28,218,46,218
14,69,70,TRAN,141,28,218,52,227
27,68,68,#,137,47,218,52,218
33,71,71,TYPE,143,54,218,82,227
34,66,69,099103,139,54,218,95,218
51,70,72,SALE,145,83,218,119,227
8,72,73,oIn,147,28,238,45,238
31,73,74,A0000001,149,54,238,110,238
65,74,75,523010,151,110,238,147,238
15,75,76,IC,153,28,248,38,248
25,76,77,225568CFB408895F,155,47,248,148,248
9,77,78,TERMINAL,157,28,259,72,259
52,78,79,82269451,159,83,259,134,259
5,80,80,NO,161,22,269,37,269
22,81,81,SIGNATURE,163,41,269,97,269
61,79,82,REQUIRED,165,104,269,153,269
4,83,83,CVM:,167,22,279,48,279
32,82,84,1E0300,169,54,279,94,279
6,84,85,TVRC,171,22,290,45,290
28,85,86,95):,173,47,290,72,290
47,86,87,0000008000,175,77,290,141,290
3,87,88,TSIC9B:,177,22,301,71,301
46,88,89,680o,179,77,301,103,301
39,89,90,CHANGE,181,62,323,100,323
98,90,91,.00,183,204,323,224,324
50,91,92,2504,185,83,384,113,385
70,92,93,7818,187,122,384,156,385
87,94,94,0370,189,164,384,200,387
99,93,95,9100,191,211,384,244,386
108,95,96,96,193,250,384,270,386
1,104,105,CVS,211,22,394,43,403
16,96,97,Returns,195,28,394,88,395
29,105,106,Return,213,47,394,105,404
58,101,98,-,197,98,394,105,397
62,97,99,ith,199,104,394,132,395
77,99,100,r,201,140,394,148,397
85,98,101,ceiPt,203,158,394,199,397
96,103,102,",",205,204,394,207,401
102,100,103,subJect,207,217,394,278,398
113,102,104,to,209,291,394,306,398
64,106,107,"Policu,",215,110,404,171,405
89,107,108,ru,217,176,404,216,405
103,108,109,04/07/2018,219,226,404,311,406
10,109,110,FEBRUARY,221,28,427,95,427
67,110,111,"6,",223,116,427,128,428
76,111,112,2018,225,140,427,174,428
105,112,113,7:37,227,234,427,270,430
111,113,114,PM,229,276,427,297,430
