Word_Count,Word,index,X1,Y1,X2,Y2
1,VANGA,3,1121,2268,1102,2055
2,VANGA,5,1094,2012,1076,1801
3,SUPER,7,1068,1759,1050,1552
4,MARKET,9,1046,1509,1025,1264
5,#,11,1247,2331,1244,2296
6,42,13,1234,2297,1227,2217
7,",",15,1285,2189,1284,2176
8,3RD,17,1218,2169,1207,2043
9,MAIN,19,1204,1998,1190,1834
10,RD,21,1184,1791,1177,1709
11,",",23,1232,1687,1231,1674
12,GANDHI,25,1172,1665,1152,1432
13,NAGAR,27,1149,1415,1132,1218
14,.,29,1190,1198,1189,1189
15,"ADYAR,",31,1348,2372,1323,2127
16,"CHENNAI-20,",33,1320,2118,1274,1671
17,PH:2441,35,1255,1622,1222,1294
18,4949,37,1243,1293,1226,1127
19,GSTIN:,39,1486,2746,1452,2455
20,33AADFV5976F,41,1460,2398,1402,1895
21,12Y,43,1403,1882,1390,1773
22,ash,45,1773,2441,1762,2318
23,Bill,47,1752,2277,1737,2119
24,06-03-2018,49,1700,1785,1648,1373
25,15,51,1629,1194,1620,1123
26,INo:,53,1852,2476,1830,2275
27,163040,55,1826,2236,1796,1957
28,Tim:08:57Pm,57,1789,1895,1741,1455
29,VW,59,1734,1393,1723,1294
30,Particulars,61,2171,2555,2125,2083
31,BREAD,63,2382,2530,2363,2313
32,Qty,65,2092,1702,2081,1578
33,Rate,67,2059,1415,2044,1245
34,Amount,69,2035,1167,2014,926
35,1.000,71,2293,1706,2274,1511
36,25.00,73,2264,1427,2243,1218
37,25.00,75,2232,1098,2211,889
38,RAJARAMS,77,2484,2524,2447,2174
39,JUJUPS.50,79,2439,2132,2399,1756
40,1.000,81,2396,1702,2375,1501
41,30.00,83,2366,1415,2343,1204
42,30.00,85,2333,1084,2311,877
43,Total:,87,2677,2508,2650,2253
44,2,89,2644,2212,2634,2115
45,Qty:,91,2630,2073,2613,1915
46,2.000,93,2608,1874,2580,1615
47,1,95,2573,1555,2571,1534
48,Amt,97,2567,1494,2552,1356
49,55.00,99,2545,1277,2508,937
50,Reced,101,2794,2502,2770,2287
51,55.00,103,2760,2203,2722,1863
52,Bal,105,2715,1805,2697,1645
53,0.00,107,2691,1586,2666,1365
54,Net,109,2943,1952,2933,1838
55,Amt,111,2931,1801,2919,1669
56,55.00,113,2910,1570,2878,1201
57,Fifty,115,3237,2494,3209,2276
58,Five,117,3203,2228,3181,2056
59,Only,119,3174,2014,3152,1846
