Word_Count,Word,index,X1,Y1,X2,Y2
1,CVS,3,12,273,12,190
2,pharmacy,5,15,182,15,26
3,205,7,53,299,52,278
4,N,9,52,271,52,263
5,MICHIGAN,11,51,248,49,180
6,ST,13,49,172,49,157
7,"CHICAGo,",15,48,145,45,65
8,IL,17,45,57,44,40
9,STORE,19,63,291,62,252
10,PHONE,21,62,242,61,204
11,",",23,62,201,62,189
12,312-938-4090,25,60,176,57,78
13,REG,27,87,320,86,298
14,#,29,87,296,87,291
15,09,31,86,288,86,274
16,TRN,33,85,264,84,243
17,#,35,86,240,86,235
18,0910,37,86,232,85,202
19,CSHR,39,84,192,83,162
20,#,41,84,158,84,154
21,0000094,43,82,151,81,95
22,STR,45,80,84,79,61
23,#,47,80,58,80,53
24,4781,49,79,50,78,20
25,1GAL,51,125,307,124,281
26,DAIRY,53,124,273,123,244
27,PUR,55,123,237,123,219
28,LH,57,123,213,123,201
29,H,59,122,195,122,189
30,128z,61,122,183,121,162
31,2.99B,63,121,149,120,109
32,2.99,65,144,137,143,113
33,OT,67,154,125,154,113
34,3.06,69,164,136,164,111
35,3.06,71,175,137,175,112
36,,73,185,124,185,112
37,SUBTOTAL,75,146,261,145,218
38,IL,77,155,262,155,252
39,2.25,79,155,245,155,221
40,%,81,156,221,156,215
41,TAX,83,155,209,155,191
42,TUTAL,85,166,262,166,233
43,CHARGE,87,176,263,174,228
44,KECENNHN,89,186,264,186,200
45,7409,91,186,192,186,170
46,Discover,93,196,306,196,261
47,CreditRROR7405,95,195,254,193,103
48,D,97,208,262,208,256
49,#,99,209,256,209,252
50,00661R,101,208,245,206,209
51,REF,103,218,305,218,288
52,#,105,218,287,218,282
53,Oy,107,218,275,218,264
54,",",109,218,263,218,257
55,103,111,218,255,218,239
56,TRAN,113,227,306,227,282
57,TYPE:,115,227,276,227,249
58,SALE,117,227,240,227,217
59,1523010,119,238,227,238,185
60,TERMINL,121,259,307,259,260
61,82269951,123,259,247,259,200
62,NO,125,269,309,269,299
63,SIGNATURE,127,269,292,269,237
64,REQUIRED,129,269,230,269,182
65,CVM:,131,279,309,279,287
66,1E0300,133,279,277,279,241
67,TVRC,135,290,309,290,279
68,95:,137,290,278,290,263
69,0000008000,139,290,254,290,192
70,TSIC9B,141,301,311,301,275
71,E800,143,301,259,301,233
72,CHANGE,145,323,271,323,234
73,.00,147,324,126,323,109
74,2504,149,384,253,385,222
75,7818,151,384,210,385,179
76,0370,153,386,167,387,135
77,9100,155,385,124,386,91
78,96,157,386,80,386,65
79,Returns,159,394,304,395,246
80,with,161,395,236,396,204
81,receiPt.,163,396,193,397,128
82,subJect,165,397,115,398,57
83,to,167,398,44,398,29
84,CVS,169,404,313,404,290
85,R,171,404,279,404,272
86,@,173,406,270,406,264
87,turn,175,405,261,405,229
88,Policu,177,405,219,406,169
89,",",179,411,166,411,163
90,thru,181,406,149,406,117
91,0,183,407,107,407,92
92,/,185,407,89,407,83
93,07,187,407,81,407,65
94,/,189,408,63,408,57
95,2018,191,408,54,408,21
96,FEBRUARY,193,427,306,427,240
97,"6,",195,428,220,428,208
98,2018,197,428,193,428,161
99,7:37,199,429,98,429,65
100,PM,201,430,54,430,38
