|Word_Count|Word|X1|Y1|X2|Y2
1|1|Tax|217|45|243|45
2|2|Invoice|249|45|304|45
3|3|CHAIPOINT|213|80|306|80
4|4|RMZ|167|112|203|112
5|5|Millenia-|210|111|280|111
6|6|Chenriai|287|115|351|115
7|7|SAC|176|145|215|146
8|8|Code:996331|223|145|332|147
9|9|Partner:Kokilaraman|308|200|473|208
10|10|R|462|225|472|225
11|11|Time:19:15:46|358|237|472|242
12|12|Invoice|44|195|98|197
13|13|No:|104|197|129|198
14|14|12136|39|209|88|210
15|15|10346L260919|90|210|205|213
16|16|Date:26-9-2019|42|228|162|232
17|17|ITEM|40|262|80|264
18|18|QTY|303|272|338|273
19|19|AMOUNT|393|275|469|278
20|20|Ginger|36|296|89|298
21|21|Chai-Regular|98|298|208|302
22|22|19.05|427|313|467|314
23|23|Sub|337|345|369|346
24|24|Total:|377|346|417|348
25|25|19.05|426|348|468|350
26|26|CGST@2.5%:|307|361|426|366
27|27|0.48|435|366|468|367
28|28|SGST@2.5%:|308|375|418|380
29|29|0.48|426|383|468|385
30|30|Total|346|396|380|397
31|31|GST:|388|400|427|402
32|32|0.95|434|402|468|403
33|33|Rounding|311|415|391|417
34|34|Off:|400|418|426|419
35|35|0.00|433|420|467|421
36|36|Due|310|432|340|433
37|37|Amount:|348|432|415|435
38|38|20.00|423|437|466|439
39|39|THANK|129|456|194|459
40|40|YOU.|202|460|251|462
41|41|VISIT|256|462|293|464
42|42|AGAIN|304|465|353|467
43|43|Registered|171|494|258|497
44|44|Office|267|497|308|498
45|45|Mountain|31|507|101|510
46|46|Trail|112|511|141|512
47|47|Foods|150|511|193|513
48|48|Pvt.|204|513|235|514
49|49|Ltd|236|515|270|517
50|50|Umiya|26|522|79|524
51|51|Emporirum,|84|524|179|528
52|52|#97,|181|529|222|531
53|53|2nd|224|531|249|532
54|54|Floor,|254|532|305|534
55|55|Hosur|307|534|355|536
56|56|Main|360|537|399|539
57|57|Road|407|539|445|541
58|58|Madiwala|31|539|103|543
59|59|Bengaluru-560029|30|559|174|563
60|60|FSSAI|30|574|78|576
61|61|Code|86|578|126|580
62|62|GSTIN:|30|593|86|595
63|63|33AAFCM5807R1|90|593|235|599
64|64|Z0|237|599|256|600
65|65|State|30|610|68|611
66|66|Code:|75|612|120|614
67|67|33|128|614|145|615
68|68|PAN:|28|625|71|627
69|69|AAFCM5807R|73|626|184|630
